Age,Highschool,Internet,BusinessPlan,Group,Female,Married,NumberWorkers,Loan,OperatesFirm,WorkHours
25,0,1,36,treated,0,1,NA,NA,1,72
27,0,1,55,treated,1,1,NA,0,1,23
35,0,0,46,treated,0,0,9,0,1,36
27,0,0,58,treated,0,0,NA,NA,1,104
28,0,0,57,treated,0,0,NA,0,NA,NA
37,0,1,54,treated,0,1,2,1,1,10
30,0,0,59,treated,1,0,4,0,1,30
27,0,1,52,treated,0,0,0,0,NA,NA
31,0,1,40,treated,0,0,0,0,1,57
39,0,1,30,treated,0,1,6,0,1,126
23,0,0,42,treated,1,1,NA,NA,1,15
31,1,1,44,treated,0,0,6,0,1,60
28,0,1,58,treated,0,0,1,0,1,30
36,0,0,58,treated,0,1,NA,NA,1,NA
31,0,0,40,treated,0,1,NA,0,1,66
27,1,0,36,treated,0,0,NA,0,0,0
32,0,1,48,treated,0,1,NA,0,1,50
28,1,0,50,treated,0,1,7,1,1,48
23,0,1,48,treated,0,0,NA,NA,1,48
33,0,0,48,treated,0,1,NA,NA,1,47
26,1,0,59,treated,0,0,NA,NA,1,72
35,0,1,64,treated,0,1,10,0,1,65
29,0,1,42,treated,1,0,5,0,1,15
34,0,1,63,treated,1,1,0,0,1,60
29,0,0,63,treated,0,0,NA,0,1,60
27,0,1,42,treated,1,0,NA,NA,1,48
36,0,0,44,treated,0,1,NA,NA,1,58
24,0,1,52,treated,0,0,NA,NA,0,0
33,0,0,57,treated,0,0,NA,NA,1,72
27,0,0,62,treated,1,0,NA,NA,NA,NA
28,0,0,33,treated,0,0,NA,0,1,40
33,0,1,52,treated,0,1,NA,NA,1,47
28,0,0,42,treated,1,0,NA,NA,1,40
26,0,1,51,treated,0,0,3,0,1,40
28,0,1,68,treated,0,1,NA,NA,1,96
35,1,1,37,treated,1,1,NA,0,1,40
25,0,1,59,treated,0,0,13,0,0,0
27,0,0,32,treated,0,0,6,0,NA,NA
24,0,0,55,treated,1,1,0,0,1,35
34,0,1,36,treated,0,1,7,0,NA,NA
20,1,0,51,treated,0,0,13,0,1,40
23,0,1,41,treated,0,0,NA,NA,1,52
31,0,0,36,treated,0,1,NA,NA,1,32
37,0,1,54,treated,0,1,7,0,NA,NA
28,0,0,62,treated,0,0,NA,0,1,80
27,0,1,67,treated,0,0,NA,NA,0,0
26,0,0,64,treated,0,0,NA,NA,1,70
24,0,0,63,treated,0,0,NA,NA,1,54
29,1,0,56,treated,0,0,NA,NA,1,66
29,0,0,55,treated,0,0,NA,NA,0,0
28,0,1,63,treated,0,0,NA,NA,1,48
27,0,0,45,treated,0,0,4,0,1,60
36,0,1,38,treated,0,1,1,0,NA,NA
28,0,1,65,treated,0,0,0,0,1,NA
26,1,0,55,treated,0,0,NA,NA,NA,NA
26,0,0,55,treated,1,0,NA,NA,0,0
32,0,0,42,treated,0,1,NA,NA,1,42
29,0,0,41,treated,0,1,10,0,1,50
36,0,0,39,treated,0,1,NA,0,1,72
29,0,1,66,treated,0,0,NA,NA,NA,NA
26,0,0,37,treated,0,0,NA,NA,1,43
26,0,0,52,treated,0,0,NA,NA,1,56
31,0,1,33,treated,0,0,9,0,1,10
34,0,0,52,treated,0,1,3,0,1,7
35,0,0,59,treated,0,0,NA,NA,1,15
36,1,1,42,treated,0,1,5,0,1,42
29,0,1,41,treated,0,0,2,0,1,48
34,0,0,56,treated,1,1,4,0,1,60
29,0,1,56,treated,0,0,2,0,1,55
25,0,1,60,treated,0,0,NA,0,1,42
28,0,0,38,treated,0,0,NA,NA,1,10
34,0,0,55,treated,1,1,NA,NA,1,78
35,0,1,57,treated,0,1,8,0,NA,NA
23,0,0,65,treated,0,0,NA,NA,0,0
36,0,1,47,treated,0,1,7,0,1,52
34,0,1,59,treated,0,1,NA,NA,1,68
32,0,1,67,treated,0,0,NA,NA,0,0
34,0,0,32,treated,0,0,4,0,1,72
36,1,0,38,treated,0,1,NA,0,1,72
24,0,0,57,treated,0,0,NA,NA,NA,NA
37,0,1,39,treated,0,1,5,1,NA,NA
24,1,0,57,treated,0,0,2,1,1,70
29,0,1,55,treated,1,0,0,0,NA,NA
36,0,0,44,treated,0,1,25,0,1,40
39,0,0,41,treated,1,1,NA,NA,1,40
37,0,1,44,treated,0,0,NA,NA,1,82
21,1,0,60,treated,0,0,NA,NA,1,82
28,0,0,49,treated,0,0,0,0,1,18
31,0,1,34,treated,0,1,NA,0,NA,NA
28,0,0,71,treated,0,0,NA,NA,0,0
30,0,1,58,treated,1,1,0,0,0,0
28,0,0,59,treated,0,0,NA,NA,1,30
30,0,0,46,treated,0,0,15,0,1,48
23,0,0,41,treated,0,0,NA,NA,NA,NA
38,0,0,42,treated,0,1,NA,NA,1,40
34,0,1,37,treated,0,0,NA,NA,1,50
26,0,1,48,treated,0,0,26,0,1,25
28,0,0,53,treated,1,0,3,0,1,52
28,0,0,55,treated,0,1,8,1,1,57
36,0,0,45,treated,1,1,6,0,1,64
38,1,0,47,treated,0,1,5,0,1,66
21,0,0,44,treated,1,0,NA,NA,NA,NA
28,0,1,37,treated,0,0,4,0,1,45
26,0,1,59,treated,0,0,3,0,0,0
28,0,0,53,treated,1,0,NA,NA,0,0
37,0,0,33,treated,0,1,3,0,1,50
29,0,1,56,treated,0,0,NA,NA,0,0
23,0,1,63,treated,1,0,NA,NA,1,60
31,0,0,36,treated,0,0,9,0,NA,NA
32,0,0,51,treated,0,0,4,0,NA,NA
26,0,1,35,treated,0,0,NA,NA,0,0
39,0,1,33,treated,1,1,NA,NA,1,48
19,1,1,59,treated,0,0,NA,0,0,0
28,0,1,54,treated,0,1,NA,NA,1,80
31,0,0,50,treated,0,0,7,0,1,54
25,0,0,64,treated,0,0,14,0,1,20
31,0,1,53,treated,0,0,5,0,1,35
31,0,1,40,treated,1,1,NA,0,NA,NA
28,0,0,42,treated,0,1,NA,0,1,28
28,0,0,68,treated,1,1,NA,NA,NA,NA
35,0,1,44,treated,0,1,NA,0,1,82
26,0,0,48,treated,1,0,NA,NA,NA,NA
30,0,0,64,treated,0,0,NA,NA,NA,NA
28,0,1,55,treated,0,0,NA,NA,1,45
27,0,0,41,treated,0,0,2,0,1,84
39,0,0,44,treated,0,1,NA,NA,NA,NA
21,1,0,45,treated,0,0,NA,NA,NA,NA
26,0,0,49,treated,0,1,NA,NA,NA,NA
29,0,0,38,treated,1,1,NA,NA,1,21
38,0,1,53,treated,0,1,4,0,1,NA
30,0,1,41,treated,0,0,5,0,1,46
24,0,1,51,treated,0,0,NA,NA,1,56
30,0,0,37,treated,0,0,NA,0,1,63
25,0,1,39,treated,0,1,NA,NA,NA,NA
30,0,0,46,treated,0,0,NA,NA,1,42
35,0,0,38,treated,0,1,15,0,1,35
32,0,1,64,treated,0,1,2,NA,1,102
29,0,1,37,treated,0,1,4,0,1,NA
26,0,0,65,treated,0,0,NA,NA,0,0
28,0,0,66,treated,0,0,NA,NA,NA,NA
31,1,1,36,treated,0,1,6,0,0,0
29,0,1,52,treated,0,0,5,0,1,70
37,0,1,41,treated,0,1,6,0,0,0
33,0,1,49,treated,0,0,13,0,1,30
38,0,0,60,treated,0,1,NA,NA,1,70
25,0,1,31,treated,0,0,5,0,1,80
45,0,1,51,treated,1,1,7,0,NA,NA
31,0,0,55,treated,0,1,2,0,1,54
27,0,1,58,treated,0,0,1,0,1,60
32,1,1,39,treated,0,0,7,0,1,60
27,0,1,45,treated,0,0,NA,NA,1,57
24,0,0,52,treated,0,0,NA,NA,0,0
32,0,0,44,treated,0,1,NA,NA,0,0
22,1,0,47,treated,0,0,15,0,1,64
40,0,1,65,treated,1,0,NA,NA,NA,NA
30,0,1,66,treated,0,1,NA,NA,NA,NA
35,0,1,56,treated,1,0,NA,0,1,8
37,0,1,49,treated,0,1,NA,0,1,52
26,0,0,52,treated,0,0,NA,NA,1,70
28,0,1,61,treated,1,1,NA,0,1,65
30,0,1,60,treated,0,0,NA,NA,NA,NA
33,0,0,50,treated,0,0,0,0,1,52
36,0,1,59,treated,0,0,NA,NA,1,10
30,0,0,48,treated,1,1,NA,NA,1,54
27,0,1,47,treated,0,0,8,0,1,72
28,0,0,54,treated,0,0,NA,NA,0,0
34,0,0,53,treated,0,0,NA,0,1,91
36,0,1,51,treated,0,1,4,0,1,35
34,0,1,45,treated,0,1,3,0,1,48
33,0,1,45,treated,0,0,NA,NA,1,35
32,0,1,50,treated,0,1,3,0,1,50
24,0,1,47,treated,0,0,NA,NA,NA,NA
33,1,0,39,treated,0,1,4,0,1,60
29,0,0,37,treated,1,0,3,0,1,NA
35,0,1,59,treated,1,1,NA,NA,1,48
26,1,0,53,treated,0,0,NA,NA,1,72
37,0,1,55,treated,0,0,3,0,1,60
28,0,0,71,treated,0,0,NA,NA,NA,NA
32,0,1,40,treated,1,1,4,0,1,60
27,0,1,54,treated,0,0,4,0,1,60
24,1,0,58,treated,0,0,NA,NA,1,78
32,0,1,50,treated,0,0,NA,NA,1,40
24,0,1,48,treated,0,0,NA,NA,0,0
39,0,1,53,treated,0,1,1,0,NA,NA
26,1,0,51,treated,0,0,NA,NA,1,50
34,0,1,63,treated,0,0,1,0,1,60
39,0,1,41,treated,0,1,7,0,1,50
31,0,1,54,treated,0,1,16,0,1,40
31,0,0,61,treated,0,1,4,0,1,70
29,0,0,52,treated,0,1,NA,NA,NA,NA
34,0,0,69,treated,0,1,NA,NA,0,0
35,0,1,51,treated,0,1,NA,NA,1,60
31,0,1,73,treated,1,0,NA,0,1,46
25,0,0,49,treated,0,0,12,0,0,0
32,1,0,59,treated,0,0,3,0,1,49
26,0,0,41,treated,0,0,NA,NA,NA,NA
40,0,0,56,treated,0,0,1,0,0,0
39,0,0,35,treated,0,1,2,0,1,28
26,0,0,35,treated,0,0,NA,NA,1,56
27,0,1,54,treated,0,0,NA,0,1,60
22,1,0,55,treated,1,0,NA,NA,1,66
35,1,0,45,treated,0,1,4,0,NA,NA
28,0,1,53,treated,0,0,NA,NA,0,0
34,0,0,46,treated,0,1,20,0,NA,NA
29,0,1,52,treated,1,1,6,0,1,72
28,0,0,52,treated,0,1,NA,NA,1,96
38,0,1,66,treated,1,1,2,0,1,84
36,0,1,44,treated,0,0,NA,0,1,60
40,0,1,34,treated,0,1,4,0,1,48
28,0,0,38,treated,0,0,5,0,NA,NA
34,0,1,56,treated,0,0,0,0,0,0
25,0,1,31,treated,0,0,2,0,1,48
28,0,0,34,treated,0,1,3,0,1,72
31,0,1,33,treated,0,1,NA,NA,1,65
30,0,0,53,treated,0,1,NA,NA,1,38
33,0,1,53,treated,0,0,3,0,1,40
30,0,1,47,treated,0,1,12,1,0,0
30,1,0,45,treated,1,1,0,0,1,60
30,0,1,60,treated,0,0,NA,0,1,NA
36,0,1,33,treated,0,0,5,0,1,98
29,0,1,47,treated,0,1,NA,0,1,70
38,1,1,41,treated,0,1,NA,NA,1,15
35,0,0,44,treated,0,1,1,0,1,24
30,0,0,49,treated,0,1,3,0,1,49
32,0,1,54,treated,0,0,NA,0,1,9
39,1,1,53,treated,0,1,NA,0,NA,NA
27,0,0,44,treated,0,0,6,0,1,72
28,0,1,50,treated,1,0,2,0,1,72
28,0,0,69,treated,0,0,NA,NA,1,78
30,1,1,51,treated,0,0,10,0,1,108
31,0,0,58,treated,0,0,NA,NA,1,58
26,0,0,44,treated,0,0,2,0,1,94
35,0,1,53,treated,1,0,11,0,1,50
37,0,1,63,treated,0,1,7,0,NA,NA
35,0,1,34,treated,0,1,21,1,1,72
27,0,1,52,treated,0,0,NA,0,1,45
34,0,1,45,treated,0,1,3,0,NA,NA
21,0,1,55,treated,0,0,NA,NA,NA,NA
32,0,1,59,treated,0,1,0,0,0,0
39,0,1,47,treated,0,1,2,0,1,56
25,1,1,50,treated,0,0,1,0,1,60
34,0,1,50,treated,0,1,6,0,1,50
38,0,0,38,treated,0,0,NA,NA,1,0
33,0,0,45,treated,0,0,NA,NA,1,56
26,0,0,62,treated,0,0,0,0,1,15
36,0,1,50,treated,0,0,4,1,NA,NA
37,0,0,36,treated,0,1,NA,0,1,11
34,0,1,42,treated,0,0,NA,NA,1,55
22,1,0,48,treated,1,0,NA,NA,1,60
27,0,0,44,treated,0,0,8,0,1,72
31,0,0,54,treated,0,0,0,0,0,0
27,0,0,61,treated,0,0,NA,0,1,56
35,0,1,53,treated,0,1,6,0,NA,NA
37,0,0,31,treated,1,1,2,0,1,45
35,0,1,52,treated,0,1,2,0,1,72
34,0,0,54,treated,0,1,NA,NA,1,30
34,0,0,59,treated,0,1,6,0,1,75
29,0,1,57,treated,0,0,NA,NA,NA,NA
39,0,1,68,treated,0,1,NA,NA,0,0
22,1,0,32,treated,0,0,NA,0,1,40
34,0,1,62,treated,1,1,NA,NA,1,12
22,0,1,61,treated,0,0,NA,NA,NA,NA
23,0,0,37,treated,1,0,NA,0,NA,NA
35,1,1,42,treated,0,1,NA,0,1,16
24,0,0,58,treated,0,0,NA,NA,1,42
28,0,1,55,treated,0,0,0,0,1,30
31,0,1,34,treated,0,0,7,0,1,66
38,0,1,57,treated,0,1,5,1,1,40
30,0,0,44,treated,0,0,6,0,1,72
35,0,0,57,treated,0,0,NA,NA,1,60
40,0,1,63,treated,0,1,NA,NA,1,58
31,0,0,37,treated,0,0,NA,NA,1,72
31,0,0,53,treated,0,0,NA,NA,1,42
33,1,0,52,treated,1,0,5,0,1,49
30,0,0,56,treated,0,0,NA,NA,1,75
32,0,1,59,treated,0,0,NA,NA,1,NA
27,0,0,35,treated,1,0,5,0,NA,NA
34,0,0,49,treated,0,1,4,0,1,30
25,0,1,67,treated,0,0,8,0,0,0
27,1,1,55,treated,0,1,NA,NA,1,NA
29,0,0,58,treated,0,0,NA,NA,1,49
31,0,1,36,treated,0,1,NA,0,NA,NA
27,0,0,45,treated,0,0,NA,NA,1,108
29,0,1,59,treated,0,0,NA,NA,1,40
30,0,0,42,treated,0,0,NA,0,1,53
23,0,0,72,treated,0,0,NA,NA,1,NA
28,0,0,62,treated,0,0,NA,NA,1,35
19,1,0,34,treated,0,0,NA,NA,NA,NA
36,1,0,44,treated,0,1,5,0,1,126
33,0,1,64,treated,0,1,NA,NA,1,48
26,1,1,57,treated,0,0,NA,NA,1,NA
32,0,0,48,treated,0,0,NA,NA,0,0
26,1,1,53,treated,0,0,NA,NA,1,77
30,0,1,59,treated,0,1,5,0,1,8
27,0,1,65,treated,0,0,NA,0,NA,NA
26,0,1,46,treated,0,1,NA,0,1,9
25,0,1,41,treated,0,0,NA,0,1,60
24,1,0,63,treated,0,0,NA,0,1,65
30,0,0,34,treated,0,0,3,0,1,43
28,1,1,59,treated,0,0,10,0,0,0
34,0,1,58,treated,0,1,NA,NA,0,0
28,0,0,50,treated,0,1,NA,NA,1,56
32,0,0,48,treated,0,1,NA,NA,0,0
24,0,1,61,treated,0,0,NA,NA,1,NA
39,0,1,49,treated,0,1,2,0,1,76
27,0,0,48,treated,0,0,NA,0,1,45
33,0,0,51,treated,0,1,3,0,1,18
28,0,0,56,treated,0,0,NA,NA,1,42
40,1,0,54,treated,0,0,5,0,1,36
37,1,0,56,treated,0,1,NA,NA,1,49
24,0,1,33,treated,0,0,2,0,NA,NA
25,0,0,60,treated,0,0,NA,NA,1,42
22,0,1,64,treated,1,0,NA,NA,1,48
35,0,0,48,treated,1,1,16,0,1,60
36,0,0,62,treated,0,1,NA,NA,1,70
29,0,0,54,treated,1,1,NA,NA,1,95
40,0,1,59,treated,0,1,6,0,0,0
28,0,1,49,treated,0,0,5,0,1,72
29,0,1,31,treated,1,1,NA,NA,1,55
31,0,0,42,treated,0,1,8,0,1,60
34,0,1,61,treated,1,1,NA,NA,1,55
36,0,1,40,treated,0,0,6,0,1,30
27,0,0,49,treated,0,0,NA,NA,1,18
31,0,0,41,treated,0,1,19,0,1,60
34,0,1,41,treated,0,1,1,0,1,50
33,0,1,65,treated,1,1,6,0,NA,NA
29,0,0,45,treated,0,0,3,0,1,78
23,0,1,30,treated,0,0,7,0,1,52
38,0,1,69,treated,0,0,2,0,1,54
31,0,0,55,treated,1,1,4,1,1,78
28,0,1,48,treated,0,0,18,0,1,66
32,0,0,50,treated,0,0,0,0,1,49
30,0,0,65,treated,0,0,NA,NA,1,60
33,0,0,42,treated,1,1,10,0,1,126
31,0,1,45,treated,0,0,2,0,1,40
25,0,0,35,treated,0,0,NA,NA,1,20
27,0,0,36,treated,0,0,NA,NA,0,0
25,0,0,48,treated,0,0,NA,NA,1,82
36,0,0,47,treated,0,1,6,0,NA,NA
29,0,0,47,treated,0,0,11,0,1,60
33,0,1,52,treated,0,0,4,0,1,80
29,0,0,50,treated,0,0,7,0,1,54
26,1,0,35,treated,0,0,3,0,1,84
25,0,1,44,treated,0,0,19,0,1,75
30,0,0,57,treated,0,0,NA,NA,1,51
35,0,1,33,treated,1,0,NA,0,NA,NA
33,0,0,58,treated,0,1,NA,NA,1,60
35,0,1,61,treated,1,0,NA,NA,1,45
29,0,0,48,treated,0,0,NA,NA,NA,NA
26,0,1,45,treated,1,1,NA,0,NA,NA
38,0,0,41,treated,0,1,4,0,1,36
38,0,0,48,treated,0,1,2,0,1,70
38,1,0,39,treated,0,1,5,0,1,60
24,0,0,54,treated,0,0,NA,NA,1,60
30,0,1,59,treated,0,0,NA,NA,1,55
35,0,1,45,treated,1,1,NA,0,1,70
24,1,0,36,treated,0,0,NA,NA,1,36
21,0,1,49,treated,1,0,NA,NA,NA,NA
27,0,0,41,treated,0,0,NA,NA,1,56
29,1,0,47,treated,0,0,NA,0,0,0
29,0,0,44,treated,0,1,NA,NA,1,48
28,0,0,48,treated,0,0,NA,NA,1,20
39,0,1,43,treated,0,1,10,0,1,48
28,1,0,59,treated,0,1,5,0,0,0
26,0,1,56,treated,0,0,NA,NA,0,0
27,0,1,53,treated,1,0,2,0,1,30
27,0,1,61,treated,0,0,7,1,1,48
34,0,0,64,treated,0,1,NA,NA,1,9
37,0,0,48,treated,0,1,5,0,1,48
29,0,1,68,treated,0,0,3,0,NA,NA
27,0,0,36,treated,1,0,3,0,1,70
28,0,1,51,treated,0,0,NA,NA,0,0
35,1,1,44,treated,0,1,7,0,1,48
32,0,1,57,treated,0,0,NA,NA,NA,NA
30,0,1,48,treated,0,0,NA,NA,NA,NA
36,0,1,32,treated,0,0,16,0,1,50
36,0,0,41,treated,0,1,1,0,1,50
33,0,1,60,treated,0,1,0,0,0,0
25,0,0,59,treated,0,0,NA,0,1,57
40,0,1,34,treated,0,1,NA,NA,0,0
27,0,1,41,treated,0,0,NA,NA,1,NA
33,1,0,45,treated,0,1,0,0,1,60
33,1,1,44,treated,0,0,4,0,1,84
28,0,0,58,treated,0,0,NA,0,1,72
29,0,1,37,treated,0,1,3,0,1,52
28,0,1,51,treated,0,1,5,0,1,NA
30,0,1,55,treated,0,0,NA,NA,0,0
30,0,0,41,treated,0,0,NA,0,1,36
23,1,0,56,treated,0,0,NA,NA,0,0
26,0,0,60,treated,0,0,4,0,1,54
25,0,1,48,treated,0,0,NA,NA,1,54
34,0,0,46,treated,0,1,NA,NA,0,0
29,0,0,41,treated,0,0,NA,NA,1,50
29,0,0,42,treated,0,0,NA,NA,0,0
32,0,1,70,treated,0,0,NA,NA,1,42
32,0,0,46,treated,1,1,18,1,1,70
33,0,1,71,treated,0,0,NA,NA,NA,NA
28,0,1,42,treated,0,0,NA,NA,1,60
31,0,0,46,treated,0,0,0,0,NA,NA
27,0,1,53,treated,0,0,NA,NA,1,15
24,0,1,55,treated,0,0,NA,NA,1,78
33,0,0,44,treated,0,1,NA,NA,0,0
25,0,1,52,treated,1,1,NA,0,1,NA
25,0,0,65,treated,0,0,NA,NA,1,72
22,0,0,40,treated,0,0,NA,NA,1,47
26,0,1,45,treated,1,0,NA,0,NA,NA
30,0,1,54,treated,0,0,46,0,1,66
31,0,1,69,treated,0,1,NA,NA,1,84
31,0,0,64,treated,0,0,NA,NA,1,84
26,0,0,37,treated,0,0,NA,NA,1,70
31,0,1,60,treated,1,0,11,0,NA,NA
28,0,1,57,treated,0,0,NA,0,0,0
29,0,1,59,treated,0,0,NA,NA,1,54
36,0,1,38,treated,0,1,2,0,1,40
34,1,1,65,treated,1,0,NA,NA,NA,NA
26,0,0,52,treated,0,0,NA,NA,1,49
42,0,0,44,treated,0,1,NA,NA,NA,NA
26,0,0,50,treated,0,0,NA,NA,0,0
31,0,0,60,treated,0,0,NA,NA,1,92
26,0,1,48,treated,0,1,NA,NA,1,45
29,0,1,58,treated,0,0,2,0,1,30
28,0,1,67,treated,0,1,NA,NA,1,35
37,1,0,45,treated,0,1,14,0,1,50
30,0,0,37,treated,0,0,16,1,1,54
34,1,0,58,treated,1,0,7,0,1,77
32,0,0,66,treated,0,0,4,0,0,0
25,0,0,54,treated,0,0,NA,NA,0,0
28,0,1,52,treated,0,0,NA,NA,0,0
31,0,1,70,treated,0,1,NA,NA,0,0
29,0,0,57,treated,0,0,NA,NA,0,0
30,0,0,55,treated,0,0,NA,NA,1,9
24,1,1,53,treated,1,0,NA,NA,1,60
33,0,0,43,treated,0,1,12,0,NA,NA
30,0,1,54,treated,0,0,NA,NA,1,60
25,0,0,55,treated,0,0,NA,NA,1,92
36,1,0,44,treated,0,1,NA,NA,NA,NA
38,0,1,36,treated,0,1,12,0,1,72
27,0,0,57,treated,0,0,NA,NA,NA,NA
34,0,1,47,treated,0,1,8,0,1,12
35,0,1,54,treated,0,0,NA,NA,NA,NA
34,0,0,31,treated,0,0,11,0,1,42
29,0,1,49,treated,0,1,17,0,1,38
25,0,1,55,treated,0,0,NA,NA,1,96
28,0,0,56,treated,0,0,NA,NA,1,36
34,0,0,52,treated,0,1,7,0,1,5
34,1,0,48,treated,0,0,NA,NA,1,70
39,0,0,53,treated,0,1,NA,0,1,55
37,0,1,44,treated,0,1,NA,0,1,126
36,0,0,56,treated,0,0,NA,NA,0,0
27,0,0,52,treated,0,0,2,0,1,72
36,0,0,51,treated,1,1,2,0,1,100
30,0,0,54,treated,0,1,NA,NA,1,36
31,0,0,54,treated,0,1,NA,NA,0,0
34,0,1,53,treated,0,1,12,0,NA,NA
33,0,1,52,treated,0,1,29,0,1,35
35,0,0,53,treated,0,1,NA,0,0,0
35,0,1,47,treated,1,1,NA,1,1,45
25,0,0,40,treated,0,0,NA,0,1,60
29,0,0,54,treated,1,0,NA,NA,1,48
32,0,1,46,treated,0,1,NA,NA,0,0
26,0,1,51,treated,1,1,3,0,NA,NA
26,0,0,35,treated,0,0,10,0,NA,NA
35,0,0,56,treated,0,0,NA,NA,0,0
29,0,1,65,treated,0,0,0,0,1,72
29,0,1,55,treated,0,0,NA,NA,0,0
30,0,0,63,treated,0,1,NA,NA,1,24
31,0,1,54,treated,1,1,NA,NA,1,NA
38,0,1,65,treated,0,1,31,0,1,40
26,0,0,45,treated,1,0,NA,NA,1,60
40,0,1,57,treated,0,0,NA,NA,NA,NA
37,0,1,44,treated,0,0,0,0,NA,NA
26,1,0,55,treated,0,0,NA,NA,1,NA
23,1,0,56,treated,0,0,NA,NA,NA,NA
31,0,1,57,treated,1,1,NA,NA,0,0
