baseline_age,baseline_previousinvest,baseLine_female,treatment,baseline_cons_vote,baseline_lab_vote,baseline_noedu,baseline_SocioeconomicValues,SocioeconomicValues_post
62,0,1,1,0,1,0,-2.1400919,-2.4219947
65,0,0,1,1,0,0,-0.066172905,1.0936371
51,1,0,1,1,0,0,1.1896119,0.89035714
43,1,1,1,0,1,0,3.0289752,0.16374637
71,0,1,1,0,1,0,-0.38323078,-0.69160777
53,1,0,1,1,0,0,0.78961039,1.3074757
31,0,0,1,1,0,0,-0.88430709,-1.462518
48,0,0,1,0,1,0,-0.015635539,0.67651862
59,1,1,1,1,0,0,1.3228723,0.73137653
59,1,0,1,1,0,0,0.75196129,0.6849876
23,0,0,0,0,1,0,-1.9184244,-2.5704169
26,0,1,1,0,1,0,0.37125698,-0.54109615
51,1,1,0,0,0,0,-3.6116393,-3.7247047
26,1,1,0,0,0,0,1.0885372,0.21013531
46,1,0,1,0,1,0,0.82179594,1.6254369
57,0,1,1,0,1,1,-0.28215605,0.31216845
27,0,1,1,0,0,0,0.42201516,0.51753801
45,1,0,1,0,0,0,-0.38323078,-0.47776923
73,0,1,1,0,1,0,-1.2011442,-0.058561146
28,1,1,1,0,0,0,1.3734096,-1.7256212
56,0,0,1,1,0,0,1.1080554,-0.86114693
58,0,1,1,1,0,0,-0.3637127,-0.10495009
65,1,0,1,0,0,0,1.7412256,2.0783858
47,1,1,0,0,0,0,-0.70028865,0.10888845
59,0,0,0,0,1,0,-1.8421105,-2.7757864
30,1,0,1,0,0,0,-0.015856342,0.21860428
69,1,1,1,0,0,0,-0.015635539,0.95368403
45,0,1,1,0,0,0,-0.53622991,0.75040406
34,1,1,1,0,0,0,0.43468261,1.820248
37,1,1,1,1,0,0,1.5066699,1.4664563
48,0,1,1,1,0,0,0.97479504,0.6469326
60,0,0,1,0,0,0,0.37147778,-0.47776923
71,0,1,1,1,0,0,1.1390746,0.92618757
34,0,0,1,0,1,0,-0.37012172,-2.1040335
30,0,1,1,0,1,0,-1.2840879,-0.9990105
46,1,1,0,1,0,0,0.0036617406,-0.16827698
41,0,1,1,1,0,0,-0.1488958,-0.050092168
59,0,1,1,1,0,0,-1.6390157,-0.64521885
57,0,1,1,1,0,0,-0.80136341,-0.53262717
38,0,1,0,0,1,0,-0.63686305,1.7161252
44,0,1,1,1,0,0,0.70827454,0.50697947
37,0,1,0,0,0,0,-0.88430709,-0.53262717
35,0,1,1,0,1,0,0.25088498,-0.78517193
34,1,1,1,1,0,0,2.3753414,2.6101856
40,0,1,0,0,0,0,1.5572072,0.82494074
59,1,0,1,0,1,0,-0.70028865,0.14471886
40,0,1,1,1,0,0,0.78961039,1.3623337
44,0,1,1,0,1,0,-0.5036028,0.15527739
42,0,0,1,0,0,0,-0.078840345,-0.2281003
56,0,1,1,0,0,0,-1.0552164,-0.58748507
39,1,0,1,1,0,0,1.4432442,1.4664563
69,0,0,1,0,0,0,-0.015856342,1.4171915
42,1,1,1,1,0,0,-0.079281956,-0.36517757
53,1,1,1,0,1,0,-1.3346252,-1.843806
71,1,0,1,0,1,0,-0.76371425,0.526007
65,0,1,1,1,0,0,1.7099855,2.1930671
61,1,1,1,0,1,0,-3.2440438,-3.1570745
63,1,1,1,1,0,0,1.1390746,0.4626801
68,0,1,1,0,0,0,0.98607546,-1.1832629
28,0,0,1,0,0,0,-3.0407283,-3.1570745
53,1,0,1,1,0,0,1.8742651,0.21013531
21,0,0,0,1,0,0,1.0885372,-1.3528022
21,0,1,0,1,0,0,0.87233329,0.31425801
50,0,0,1,0,0,0,-2.0893338,-0.38420507
68,0,1,1,1,0,1,1.1390746,1.0387793
65,0,1,0,1,0,0,0.87233329,1.2526178
38,0,0,1,0,0,0,-0.18654491,0.32272699
57,0,1,1,0,1,0,-0.085470185,1.2526178
58,1,0,0,0,0,0,-0.015635539,-1.0453994
63,1,0,1,0,1,0,-2.260464,-0.53262717
58,0,1,1,0,0,0,0.33907145,-0.85905737
45,1,0,0,0,0,0,0.067087352,0.4817076
45,0,1,1,1,0,0,1.6904675,2.6101856
57,1,0,1,0,0,0,2.3946388,-1.0158134
31,0,0,1,0,0,0,-0.59943473,0.10888845
57,1,1,1,0,0,0,0.87233329,0.035003025
67,0,1,1,1,0,0,-0.45328623,-1.0623374
56,1,0,1,0,0,0,-1.5381618,-0.094391547
58,1,1,1,1,0,0,0.35218051,0.23828302
55,0,0,1,0,0,0,-0.43376815,-0.20907278
64,1,1,1,1,0,0,2.7624547,2.7747593
34,0,1,0,0,1,0,-0.70713931,-0.61981189
59,1,1,0,1,0,1,1.7099855,1.5213143
67,1,0,1,1,0,0,1.5767252,1.2526178
64,0,0,1,1,0,0,-0.12937771,-0.75493467
38,0,1,0,0,1,0,-2.2097058,-2.989625
35,0,1,0,0,0,0,-0.63023323,-3.0887823
66,0,0,1,0,0,0,0.70142388,-1.0896988
71,0,0,1,0,0,1,-1.4046806,1.4115984
50,0,0,1,0,1,0,-3.6116393,-2.7209284
54,0,1,1,0,0,0,0.37147778,0.61319172
76,0,1,0,0,1,0,-1.5184228,-1.4266876
49,0,1,0,1,0,0,0.35195971,0.30369946
59,0,0,1,0,0,0,0.50473803,0.24884155
69,1,0,1,0,0,0,1.0561309,2.560921
58,1,1,0,0,1,0,-0.66810316,-1.3689538
56,1,1,0,1,0,0,0.78961039,-0.21754177
20,0,0,1,0,0,0,-1.4552181,0.66596007
52,0,0,1,0,0,0,-0.73793781,-0.70216632
67,1,0,1,1,0,0,-0.19921236,0.91850489
26,0,1,1,0,0,0,1.1714809,1.0091932
23,0,1,1,1,0,0,2.1281183,1.3623337
52,1,0,0,1,0,0,1.3538915,-0.54318571
63,0,1,0,0,1,0,-2.0766664,0.61110216
32,0,0,0,0,1,0,-2.0700364,-0.94127673
28,0,0,1,1,0,0,1.8937832000000001,3.410682
63,1,1,1,0,1,0,0.086605437,0.19398364
59,1,0,1,0,1,0,-0.28215605,-1.2782655
44,1,1,0,0,0,0,-0.11648946,0.6849876
46,0,1,1,0,1,0,-0.61756575,-1.7312144
28,1,1,1,0,0,0,0.32094043,0.035003025
62,1,0,0,0,1,0,1.2528168,-0.15980799
73,0,1,1,0,0,0,-0.82088149,-1.6763564
49,1,0,1,0,1,0,-2.0893338,-0.53262717
53,0,0,0,0,1,0,-1.5248319,-1.5012242
55,0,1,1,0,0,0,-0.23045245,-0.67258024
66,0,0,0,0,0,0,-0.51671183,-1.6763564
67,0,1,1,1,0,0,1.0885372,0.77008277
54,1,1,0,0,1,0,-0.11671027,0.10888845
72,1,0,1,0,0,0,0.27040306,1.7055668
64,0,1,1,0,1,0,-2.7110028,-1.3035374
59,1,1,1,0,1,0,-0.015635539,0.67651862
59,0,0,1,0,0,1,-0.28215605,-1.936584
64,0,0,1,1,0,0,-0.61756575,-0.53262717
50,1,1,1,0,1,0,-2.8440423,-3.7247047
47,1,0,1,1,0,0,-0.33269343,1.8096894
52,1,0,1,0,0,0,-1.1186421,-0.80979258
59,0,0,1,1,0,0,0.43468261,-0.67258024
42,1,0,1,1,0,0,0.23821753,-1.212849
45,0,0,1,0,1,0,-0.078840345,-1.7889482
85,1,1,1,0,0,0,0.50473803,1.6718259
37,0,0,1,0,1,0,1.894004,1.2230318
58,1,1,1,0,1,0,-0.43376815,0.089860938
26,0,1,1,0,0,0,-1.0044583,0.98392135
22,0,1,1,0,1,0,-1.9562943,-2.1785703
73,0,1,1,0,1,0,-0.23045245,0.34240574
39,1,0,1,0,1,0,0.57501429,0.49642095
55,1,0,1,1,0,0,-1.3024397,0.26786906
73,1,1,1,1,0,0,1.5572072,0.73137653
49,1,1,1,1,0,0,-1.0678838,-1.0981678
64,1,1,1,1,0,0,-0.61895281,-0.0037032294
59,0,1,1,0,0,0,1.1390746,0.82494074
44,0,0,0,1,0,0,2.6797318,1.1484951
71,0,0,1,0,1,0,-1.9055362,-1.4182186
69,0,1,1,1,0,0,-0.51649106,-0.060650703
73,1,0,1,0,1,0,0.0041033486,-2.5725064
62,0,0,1,0,0,0,-1.0175674,-0.69160777
66,0,0,1,1,0,1,-0.5670284,-1.6763564
78,1,1,1,1,0,0,0.56816363,0.4626801
61,1,0,0,0,0,0,-2.5398726,-1.6763564
28,1,1,1,1,0,0,1.2401494,1.8941333
34,0,0,1,0,1,0,-0.015635539,-0.26393071
73,1,1,1,1,0,0,-1.2519023,-1.1087263
48,0,1,1,0,1,0,-0.26263797,0.89035714
38,0,0,1,0,1,0,0.1373636,0.43309405
49,0,0,1,0,1,0,-0.015635539,-0.050092168
57,1,1,1,1,0,0,0.35195971,0.73984551
26,0,1,0,0,1,0,-1.220883,-1.6024711
38,0,0,0,1,0,0,0.55505461,0.68707716
31,0,0,0,1,0,0,0.93575889,-0.69160777
26,1,0,0,1,0,0,-1.3219578,-0.20907278
69,0,1,1,1,0,0,-2.4063916,-2.5725064
54,0,0,1,0,0,0,0.067087352,-0.94974571
29,0,1,1,1,0,0,0.37125698,0.2594001
67,0,1,1,1,0,0,0.50473803,0.52809656
58,1,1,1,0,1,0,-0.13622835,-1.4927552
52,1,1,1,0,1,0,0.44131243,-0.91391528
65,1,1,0,0,0,0,1.5572072,0.78623444
40,1,0,1,0,0,0,1.1896119,0.58295447
40,0,0,1,0,1,0,-0.90360439,-2.3481095
71,0,0,1,0,1,0,0.33382866,1.4031295
38,0,0,1,0,0,0,1.9767269,1.8096894
47,1,1,1,0,0,0,0.88522154,1.6802949
19,1,1,1,0,1,0,-0.73152876,-0.23369342
53,1,0,1,1,0,0,2.6291945,2.3470824
72,1,0,0,0,0,0,1.5572072,1.3074757
60,1,0,0,0,1,0,0.51762629,-1.212849
21,0,1,1,0,1,0,-1.3541433,-0.058561146
51,0,1,1,1,0,0,-0.2692678,1.0387793
45,1,1,1,0,0,0,0.60581279,0.36702636
61,1,1,1,1,0,0,-0.14911661,-1.212849
24,0,1,1,1,0,0,0.89185137,-1.1002573
41,0,0,1,1,0,0,-0.38323078,-0.12397759
44,0,1,0,1,0,0,-0.19965397,-0.11341906
66,0,0,1,0,1,0,-3.6116393,-3.7247047
67,1,1,1,1,0,0,-0.91649258,-1.212849
39,0,1,1,0,0,0,-2.0387964,-1.9394598
50,0,1,0,0,1,0,-1.1508276,-1.20438
29,0,1,1,0,1,0,0.44131243,-0.0037032294
45,0,1,1,0,0,0,-0.38323078,-0.42291132
54,1,0,1,1,0,0,1.6399301,1.1977599
59,1,1,1,1,0,0,1.5066699,1.2526178
39,0,1,1,0,1,0,0.60581279,-0.77670294
68,0,1,1,1,0,0,0.32116124,0.80591321
52,0,0,1,1,0,0,0.11762471,-0.12397759
43,0,1,1,0,1,0,-0.14911661,0.69554615
72,1,0,1,0,1,0,0.50495887,-0.99054152
61,1,0,0,1,0,0,0.66923839,0.58086491
45,1,0,1,0,1,0,-1.6390157,-1.890195
30,1,1,1,0,1,0,-1.0304556,-0.12188803
55,0,1,0,1,0,0,2.2613785,3.0378628
60,0,0,1,0,1,0,-1.2711996,-1.4266876
69,1,0,1,1,0,1,1.5769461,3.410682
82,0,1,1,1,0,0,0.32094043,0.65749115
24,0,1,1,0,0,0,-0.88430709,-0.99054152
67,0,0,1,1,0,0,-0.70713931,-0.2281003
62,1,0,1,0,1,0,1.3734096,0.4626801
28,0,0,1,0,0,0,0.32116124,0.43309405
62,0,1,0,0,0,1,0.47371876,1.4031295
66,1,1,1,0,1,0,-0.3005079,-0.69160777
43,0,1,1,0,1,0,0.27040306,0.83549923
22,0,1,1,0,1,0,-0.0090057021,1.2884482
52,1,0,1,1,0,0,-0.12937771,0.87979865
57,1,0,1,1,0,0,-0.26263797,0.87132967
54,1,1,0,0,0,0,-1.1313095,-0.86961591
55,0,0,1,0,0,1,-1.9055362,-1.7804792
23,0,1,0,0,1,0,-0.93462366,-0.13453613
50,0,1,1,1,0,0,-0.64997208,0.10041948
58,1,1,0,0,0,0,-0.64975131,-0.85058838
58,0,1,1,0,0,0,0.054419909,-0.069119677
46,0,1,1,1,0,0,0.48521996,-0.26393071
74,1,0,0,0,1,0,-1.4423298,-2.367137
39,1,0,1,0,1,0,-2.2926495,-0.25546172
28,0,1,1,0,1,0,-0.19943316,-0.11550862
35,1,0,1,1,0,0,-0.015635539,1.5213143
67,1,0,0,1,0,0,0.87233329,-0.91391528
71,0,1,1,0,1,0,-0.70028865,-3.2477629
27,0,0,1,1,0,0,-2.356075,-0.42291132
61,1,0,0,0,1,0,0.23799673,0.94521511
37,0,0,0,1,0,0,2.2108409,1.2526178
65,0,1,1,0,0,0,0.32094043,-0.13453613
58,0,0,1,0,1,0,-0.32002598,-0.26393071
40,1,1,1,1,0,1,-0.49697295,0.44156304
70,1,1,1,1,0,0,2.0580628,0.95577359
46,0,0,0,0,0,0,0.68853569,1.3925709
43,0,0,0,0,1,0,-0.43376815,-1.7804792
21,0,1,0,1,0,0,0.23799673,1.4031295
68,1,1,1,0,0,0,0.48521996,0.6849876
67,1,1,1,1,0,0,1.3538915,1.0936371
43,1,0,0,0,0,0,0.87255406,0.50697947
70,1,1,1,0,1,1,-1.1755885,-2.1040335
36,0,0,1,0,1,0,1.20913,1.6254369
59,0,1,0,1,0,0,1.1585927,1.9792286
33,0,1,0,1,0,0,1.3734096,1.3074757
52,1,0,0,0,1,0,-0.19943316,-1.8458956
21,0,1,1,1,0,0,0.30142233,0.10888845
49,0,1,1,0,0,0,-0.78345317,-0.57133341
57,0,1,1,0,1,0,0.18768017,-0.21754177
33,1,1,1,0,1,0,0.58768171,0.38879466
53,0,0,0,0,1,0,-1.5882574,-1.4182186
52,0,0,1,0,1,0,0.20056841,-0.93280774
42,0,1,0,0,1,1,2.6613801,0.60263318
54,0,1,1,0,1,0,0.68853569,0.97545236
28,0,1,1,0,0,0,-0.059543066,0.035003025
49,1,1,1,0,1,0,0.21869946,-1.2950684
29,0,1,1,0,0,0,-2.15961,-0.86739129
56,0,0,1,1,0,0,0.18745936,-1.462518
45,0,1,1,0,1,0,-0.63023323,-0.71910423
71,1,1,0,1,0,0,0.75881189,2.0340865
56,1,0,0,0,1,0,0.40249708,1.1379366
26,0,0,0,1,0,0,1.0058143,0.51753801
39,0,1,1,0,1,0,-0.38323078,-0.9990105
27,0,1,0,1,0,0,0.53714436,-0.39267403
67,0,1,1,0,0,0,0.95527697,-0.72743815
59,0,1,1,0,0,0,0.11762471,0.054030534
67,1,0,0,0,0,0,0.77147937,0.50697947
68,0,1,1,0,1,0,0.034901828,0.73137653
37,0,1,1,0,1,0,-0.19943316,-0.47776923
56,0,0,0,0,0,0,0.16816208,-0.050092168
56,1,0,1,0,0,0,0.27040306,0.92409801
64,0,1,1,1,0,0,-1.2840879,-0.57133341
42,1,0,1,0,0,0,1.0187026,-0.84849882
52,0,1,1,0,1,0,-3.0785983,-2.521152
60,0,0,0,1,0,0,2.0778017,-1.2402104
66,1,0,1,0,0,0,1.0563517,1.1484951
57,0,0,0,1,0,0,0.82201672,1.4474288
52,1,0,1,0,0,0,-1.4678855,-0.94974571
28,0,1,1,0,1,0,0.11762471,1.0936371
45,1,0,0,1,0,0,0.93575889,0.526007
56,0,0,1,0,0,1,-0.23045245,-0.39267403
68,1,0,1,1,0,0,2.4959342,2.247925
44,0,1,1,0,0,0,-0.49719375,0.77008277
59,0,1,0,0,1,0,-0.90360439,-2.1342709
59,0,0,1,1,0,1,0.93575889,0.4626801
27,0,1,1,0,1,1,-0.19943316,0.089860938
65,1,0,0,0,0,0,0.68875647,0.089860938
39,0,0,1,0,1,0,0.94238871,1.6612674
49,1,1,0,0,0,0,1.0058143,2.0340865
56,0,1,1,0,0,0,0.97479504,0.76161385
65,0,1,1,1,0,0,1.0561309,0.6849876
68,0,1,0,1,0,0,0.61870104,0.4626801
58,1,1,0,1,0,0,-0.98654807,-0.21754177
69,0,0,0,1,0,1,0.44153324,0.92618757
42,0,1,1,0,1,0,-0.24997053,-0.060650703
50,0,0,0,0,0,0,1.1572056,2.1438024
45,1,0,1,0,1,0,-1.4678855,-0.27448922
44,0,1,1,0,1,0,0.11762471,0.77008277
67,1,0,1,1,0,0,1.7915422,1.7900107
48,1,0,1,1,0,0,0.50495887,-0.47776923
41,1,0,1,0,0,0,-0.66926938,0.41629115
68,1,0,1,0,0,0,1.5066699,1.2526178
63,1,0,1,0,0,0,0.75196129,-0.68104923
55,1,0,1,0,0,0,-2.7236702,-3.2970276
49,1,1,1,1,0,0,0.25088498,0.89035714
59,0,0,0,0,0,0,-1.3541433,-0.63674986
41,1,0,0,1,0,1,1.0058143,0.56183738
53,0,1,1,1,0,0,1.5572072,1.5213143
51,0,0,1,1,0,0,-0.19943316,-0.47776923
75,0,1,1,1,0,0,1.1896119,1.76539
58,0,1,1,0,1,0,0.054419909,-0.27448922
28,0,0,1,0,1,0,0.35195971,1.6254369
55,0,0,0,0,0,0,0.54238719,2.0889444
43,0,0,1,0,0,0,0.21869946,-0.63674986
61,1,0,1,1,0,0,1.5066699,1.8941333
55,0,1,1,0,1,0,-1.1574575,-1.0812298
37,0,1,1,0,1,0,-1.905757,-1.0896988
69,1,0,1,1,0,0,2.1281183,2.5166216
41,0,1,0,1,0,0,1.3734096,0.6849876
67,0,0,1,1,0,0,1.7915422,0.57239592
77,0,0,1,1,0,0,0.16816208,-0.20907278
59,0,1,1,1,0,0,0.11762471,-0.26393071
54,1,0,1,0,0,0,1.6904675,1.6802949
49,1,1,1,0,0,0,3.3965704,1.1062852
26,0,0,1,0,1,0,2.6613801,2.2373664
62,0,0,1,0,0,0,-3.6116393,-3.7247047
44,0,0,1,0,0,0,-1.7022204,-1.2782655
39,1,1,1,1,0,0,-0.31339613,2.451205
43,0,0,1,0,0,0,-0.85328782,-0.82100236
66,0,0,0,1,0,0,1.6904675,0.61110216
30,0,1,1,0,1,0,1.0758698,1.820248
33,0,1,1,1,0,0,-0.58654648,-0.20907278
45,1,0,0,0,1,0,1.3605213,0.089860938
18,0,1,1,0,1,0,-1.6390157,-1.2318765
60,0,0,0,0,0,1,-1.7217386,-1.9943178
70,1,1,1,1,0,0,0.78961039,1.4664563
37,0,0,1,0,1,0,0.95527697,0.98392135
28,0,0,1,1,0,0,-0.5670284,1.7548316
27,1,1,0,0,0,0,-1.3024397,0.61110216
35,0,1,1,0,1,0,-0.085470185,-0.78726149
34,0,0,0,1,0,0,-0.015635539,-0.050092168
46,0,0,1,1,0,0,0.68190581,0.69554615
58,0,1,1,1,0,0,-1.0046791,0.10888845
39,0,0,1,1,0,0,1.0563517,1.6802949
65,1,1,1,1,0,0,1.5572072,1.1484951
52,0,0,1,0,1,0,0.15003105,0.19398364
52,1,0,1,0,0,0,-1.0177882,-1.6848254
63,0,0,0,1,0,0,1.8742651,1.8392755
54,0,1,1,0,0,0,0.37147778,-0.20907278
51,1,0,1,0,0,0,0.20056841,1.3074757
45,0,1,1,0,0,0,-0.38323078,-0.53262717
28,0,0,1,0,1,0,2.3248041,1.4664563
41,0,0,1,0,1,0,0.42201516,2.2373664
37,1,0,1,0,1,0,-2.1400919,-1.9394598
31,0,0,0,0,0,0,-1.9055362,0.013234722
29,0,1,1,0,1,0,-0.079061151,0.4817076
46,1,1,0,1,0,0,0.68853569,-2.515559
55,0,0,1,0,0,0,-0.70028865,-0.63674986
23,0,1,1,0,0,0,-0.78323233,-0.4313803
28,0,1,1,0,1,0,-1.5886991,-1.4519594
44,0,1,1,0,0,0,-0.5670284,0.89035714
62,1,0,1,1,0,0,-0.64997208,0.32272699
52,0,0,0,0,1,1,-0.61756575,-0.53262717
47,1,0,1,0,1,0,1.2401494,0.30369946
57,1,1,0,0,1,0,0.067087352,0.77008277
55,1,0,0,0,1,0,-0.73152876,-3.0887823
23,0,1,1,0,0,0,-2.7431884,-2.3073134
40,1,1,1,0,1,0,-1.201365,-0.11550862
33,0,0,1,0,0,0,-1.7851641,-0.24490319
52,0,0,0,0,1,0,2.1278973,1.0851682
49,1,0,1,0,0,0,1.1898328,0.72081798
49,0,0,1,0,0,0,-0.19943316,0.71234906
59,1,0,1,0,0,0,0.77147937,1.820248
64,1,0,0,1,0,0,-0.39611903,1.0493377
25,0,1,1,0,0,0,1.0055935,1.2631763
27,0,1,0,0,0,0,0.55527538,-0.050092168
74,1,1,1,1,0,0,1.3228723,1.6802949
28,1,1,1,0,1,0,-1.1703457,-1.0011001
42,1,1,1,0,1,0,-2.0387964,-1.9394598
66,0,0,1,1,0,0,-0.12937771,-0.74646568
71,1,0,1,1,0,0,3.3965704,3.410682
38,0,1,1,1,0,0,0.42201516,1.820248
43,0,0,1,0,1,0,-0.75104684,-0.52206862
70,1,0,1,1,0,1,1.3929276,-1.5476131
36,1,1,1,0,1,0,0.16816208,0.14471886
55,0,1,1,0,1,0,-0.33269343,-0.42291132
46,0,0,0,0,1,0,-1.8099251,-3.1570745
52,0,0,1,0,0,1,-1.239014,-1.3689538
54,0,1,1,0,1,0,-0.3005079,0.079302408
63,0,1,1,1,0,0,0.61870104,0.20245261
66,0,0,1,0,1,0,0.90473962,-1.212849
50,1,1,1,1,0,0,-0.12937771,-0.20907278
42,0,1,1,0,1,0,-0.49697295,-0.47776923
55,0,1,0,0,1,0,-2.2099266,-1.6763564
18,0,1,1,0,0,0,0.36484796,0.32272699
53,1,1,1,1,0,0,1.3731887,0.90938467
32,0,1,1,0,0,0,1.2906867,1.1484951
39,1,0,1,1,0,0,0.93575889,1.6064094
34,0,0,1,0,0,0,-1.9562943,-1.470987
36,0,0,1,1,0,0,0.63821912,-0.85058838
59,1,1,1,0,1,0,-1.8354807,0.17495613
41,0,1,1,0,0,0,0.55527538,1.3925709
53,0,1,1,0,0,0,-0.059322264,-0.29351676
36,0,0,1,1,0,0,2.2613785,1.4664563
41,1,0,0,1,0,0,0.07393799,1.7055668
32,1,1,1,0,0,0,0.73907304,-0.40388381
71,1,1,1,0,1,0,-1.2645698,-1.5856682
46,0,0,1,0,0,0,0.50473803,-0.27239969000000003
45,0,0,1,1,0,0,1.3228723,2.1930671
58,1,1,1,1,0,0,0.067308158,0.098329917
26,0,0,1,0,0,0,0.55527538,-0.62619132
47,1,0,0,1,0,0,0.55527538,0.14471886
64,0,1,1,1,0,0,-0.63708383,-0.24490319
30,0,0,1,0,1,0,0.60581279,1.0851682
35,1,0,1,0,0,0,1.7915422,1.8392755
31,0,1,0,1,0,0,0.0038825446,-0.73590714
27,1,0,1,1,0,0,-0.35243231,2.560921
67,0,1,1,0,0,0,-0.21895124,0.3775849
63,1,1,0,0,1,1,0.68875647,1.8751059
48,0,1,1,1,0,0,0.92287064,1.3074757
30,1,1,1,1,0,0,1.3228723,-0.26393071
61,0,1,1,0,1,1,0.067087352,-1.5033138
65,0,0,1,0,0,0,1.4756505,1.3538647
71,0,1,1,0,1,0,-1.6516831,-2.367137
73,1,1,1,1,0,0,1.3929276,2.6101856
56,0,0,1,0,1,1,0.47371876,-1.7396834
30,1,0,1,0,1,0,-2.9074681,-2.7293975
57,0,1,1,0,1,0,-0.58654648,-0.060650703
61,1,0,1,1,0,0,-0.015635539,0.3775849
68,1,1,1,0,1,0,-0.88430709,-0.89488775
59,1,1,1,0,0,0,0.23799673,1.3074757
